,Agent_Age,Agent_Rating,Order_Date,Order_Time,Pickup_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Distance_km,Order_Hour,Order_Day,Pickup_Delay_Minutes,precictted_dilevery_time
12503,35,4.9,8,8,10,4,2,2,0,46,12,2.976280715993522,8.0,2.0,5.0,45.821785
12504,32,4.1,20,73,81,5,0,3,0,68,10,6.276138627413788,14.0,2.0,5.0,67.357445
12505,34,4.3,31,124,138,3,1,1,0,66,8,10.884207405487084,19.0,2.0,10.0,68.987625
12506,30,4.1,12,158,175,3,2,1,0,60,0,9.308437783690072,22.0,2.0,10.0,61.443855
12507,28,4.6,41,145,160,2,1,1,0,68,8,10.707210298982002,21.0,2.0,5.0,68.030266
12508,35,4.8,28,26,30,5,2,2,0,59,14,1.5549518594056475,10.0,2.0,5.0,58.99714
12509,33,4.0,43,108,119,1,3,1,0,77,1,11.905861749702474,17.0,2.0,5.0,77.529655
12510,34,4.7,34,75,85,0,0,2,0,61,9,6.205284711948613,14.0,2.0,15.0,64.305244
12511,25,4.8,17,114,127,2,3,2,3,58,3,19.59126114572951,18.0,2.0,10.0,57.8878
12512,33,4.7,21,110,122,5,3,1,3,62,10,10.84584909513978,17.0,2.0,10.0,61.68674
12513,26,4.6,33,175,192,5,2,2,0,47,11,13.993521097863649,23.0,2.0,5.0,47.581173
12514,34,4.8,8,27,31,5,2,2,0,59,14,1.549521034342308,10.0,2.0,5.0,60.095207
12515,27,4.6,0,103,116,3,3,1,0,61,8,9.414207472710387,17.0,2.0,15.0,61.384666
12516,20,5.0,31,175,192,5,2,3,0,51,8,12.272409898050832,23.0,2.0,5.0,50.906673
12517,37,4.5,32,39,46,0,0,1,0,62,12,3.020904843788388,11.0,2.0,15.0,61.562458
12518,32,4.5,16,159,177,1,2,2,0,49,2,9.17729466569822,22.0,2.0,15.0,50.058975
12519,38,5.0,13,130,143,1,1,1,0,79,15,12.395863518869191,19.0,2.0,5.0,79.865585
12520,26,4.9,8,174,0,0,2,1,0,49,0,9.414207472710387,23.0,2.0,-1425.0,48.57481
12521,26,4.6,23,113,126,5,3,1,0,60,9,19.731126349230966,18.0,2.0,10.0,58.81002
12522,27,4.9,10,130,143,1,1,1,0,57,13,4.580298758903578,19.0,2.0,5.0,59.104996
12523,38,4.8,35,107,120,4,3,1,0,51,2,12.083736403925942,17.0,2.0,15.0,51.205685
12524,27,4.9,21,114,126,3,3,1,0,58,8,16.872927418719993,18.0,2.0,5.0,60.430065
12525,38,4.7,20,159,177,0,2,1,0,63,10,4.648400072771237,22.0,2.0,15.0,61.691513
12526,32,4.1,18,19,23,3,2,1,0,57,4,1.5494796970417275,9.0,2.0,10.0,57.754475
12527,23,4.9,24,147,163,1,1,2,3,61,8,4.6541251311130205,21.0,2.0,10.0,61.68071
12528,33,4.4,29,131,145,2,1,2,0,29,5,10.73817188438876,19.0,2.0,10.0,27.299444
12529,22,4.6,30,44,51,5,0,1,0,45,1,1.5297939730751242,11.0,2.0,15.0,44.0413
12530,37,4.1,31,126,140,2,1,1,3,66,15,20.826810752741334,19.0,2.0,10.0,66.01115
12531,26,4.8,21,114,128,0,3,2,0,63,12,10.845876538554249,18.0,2.0,15.0,65.09083
12532,33,4.0,8,153,168,0,1,3,0,72,10,7.845173108613388,21.0,2.0,5.0,72.58956
12533,24,4.7,34,160,178,1,2,1,0,49,8,9.294705791241629,22.0,2.0,15.0,48.479507
12534,31,4.7,40,152,168,5,1,1,3,59,9,7.647421636955068,21.0,2.0,10.0,59.738678
12535,36,3.7,3,125,138,3,1,1,0,73,14,20.862840267067167,19.0,2.0,5.0,73.48775
12536,24,4.8,7,104,115,2,3,2,0,61,13,10.983241696284244,17.0,2.0,5.0,60.30907
12537,27,4.6,27,119,133,1,3,1,0,63,14,10.625696716965741,18.0,2.0,15.0,65.512955
12538,36,4.1,35,143,159,3,1,2,3,76,9,12.142670416282547,20.0,2.0,15.0,73.35729
12539,31,4.0,19,126,140,5,1,1,3,88,10,13.660196747006776,19.0,2.0,10.0,87.62096
12540,33,4.3,20,160,176,5,2,1,0,63,14,7.439968743388034,22.0,2.0,5.0,60.51798
12541,21,4.5,29,154,171,3,1,3,0,51,4,13.740737825926681,21.0,2.0,15.0,50.1239
12542,20,4.7,30,14,19,5,2,2,0,49,10,3.1380694073889375,9.0,2.0,15.0,48.68035
12543,38,3.5,37,153,168,3,1,2,3,78,2,12.410398980987171,21.0,2.0,5.0,76.82125
12544,29,4.6,26,139,153,2,1,2,3,45,0,7.4397103762865475,20.0,2.0,5.0,45.585724
12545,21,5.0,12,101,112,1,3,2,3,46,0,4.463967267078257,17.0,2.0,5.0,45.731983
12546,22,4.9,39,107,120,5,3,2,0,61,4,10.88373929906829,17.0,2.0,15.0,57.598408
12547,24,4.9,16,101,112,5,3,2,3,56,10,9.32936392411261,17.0,2.0,5.0,59.29205
12548,20,4.6,25,101,113,2,3,1,0,61,15,20.139338027009416,17.0,2.0,10.0,58.430786
12549,36,4.7,8,26,31,0,2,1,3,58,15,1.5179237301775086,10.0,2.0,10.0,58.813217
12550,34,4.0,23,168,185,0,2,1,0,78,15,13.661199383826538,23.0,2.0,5.0,77.62111
12551,32,4.0,36,119,133,3,3,1,0,67,13,7.534961933033597,18.0,2.0,15.0,68.00216
12552,23,4.9,26,14,19,3,2,1,3,45,10,1.5339975116617346,9.0,2.0,15.0,49.284355
12553,27,4.9,26,30,36,3,2,2,3,45,2,3.0531685627190037,10.0,2.0,15.0,45.644257
12554,34,4.8,40,21,24,4,2,1,3,61,4,1.551472641050793,9.0,2.0,5.0,59.73707
12555,26,4.5,28,41,46,5,0,2,0,61,4,3.059093555186786,11.0,2.0,5.0,59.599648
12556,27,4.6,13,169,188,1,2,1,0,58,9,17.10252275797518,23.0,2.0,15.0,59.298615
12557,30,3.6,3,166,184,1,2,2,0,71,7,10.472435596440697,23.0,2.0,15.0,71.503845
12558,36,4.5,39,133,148,4,1,1,0,67,4,12.438631313169449,20.0,2.0,15.0,65.012955
12559,31,4.9,4,146,163,4,1,1,1,54,10,4.707104052532131,21.0,2.0,15.0,54.803547
12560,35,3.9,21,108,121,5,3,2,0,24,5,20.397442775188328,17.0,2.0,15.0,24.110783
12561,36,3.7,17,173,190,0,2,2,0,71,0,16.635370337610752,23.0,2.0,5.0,71.1362
12562,23,4.9,16,144,159,5,1,1,3,64,15,9.041800997209414,21.0,2.0,10.0,62.907448
12563,23,4.5,38,128,143,4,1,2,3,49,9,4.6024563042547335,19.0,2.0,15.0,50.72676
12564,27,4.4,9,109,121,0,3,2,0,65,2,13.804694329473278,17.0,2.0,10.0,66.24255
12565,35,4.1,3,166,182,0,2,1,0,70,7,10.24678087188797,23.0,2.0,5.0,71.12311
12566,25,4.6,37,159,176,2,2,2,0,53,10,19.731607539122006,22.0,2.0,10.0,50.15908
12567,33,4.6,15,117,130,1,3,3,3,71,14,13.946382240928294,18.0,2.0,10.0,69.83654
12568,22,4.7,27,172,191,3,2,1,0,55,8,10.884149321826849,23.0,2.0,15.0,53.115402
12569,23,4.0,27,130,145,0,1,1,3,77,10,19.73112598347896,19.0,2.0,15.0,76.12382
12570,22,4.9,6,71,81,5,0,2,0,62,10,5.984484703060141,14.0,2.0,15.0,61.301304
12571,27,4.7,17,110,122,1,3,1,1,63,1,12.410115517669745,17.0,2.0,10.0,66.20616
12572,31,4.8,8,122,134,2,3,2,0,22,5,4.554000954817885,19.0,2.0,5.0,19.589222
12573,25,4.9,2,104,116,0,3,3,3,53,3,9.048341913022853,17.0,2.0,10.0,51.327038
12574,38,4.9,17,152,169,0,1,2,0,81,12,10.883781468541267,21.0,2.0,15.0,81.7227
12575,30,4.8,10,156,173,5,2,3,0,15,5,7.670186511993437,22.0,2.0,10.0,14.789181
12576,32,4.9,15,135,151,2,1,1,3,78,8,10.550164239141058,20.0,2.0,15.0,75.91215
12577,38,4.9,12,157,175,0,2,2,0,52,4,4.521503515521098,22.0,2.0,15.0,52.334793
12578,27,4.9,13,161,177,1,2,2,0,61,14,12.43853721145819,22.0,2.0,5.0,61.088406
12579,32,4.7,36,147,164,5,1,2,0,62,2,7.633616445147171,21.0,2.0,15.0,60.184906
12580,30,4.6,18,21,25,1,2,1,3,54,12,3.014560783670559,9.0,2.0,10.0,54.046875
12581,35,5.0,0,126,139,1,1,3,0,64,14,7.845173108613388,19.0,2.0,5.0,61.27394
12582,32,4.3,0,176,0,2,2,1,0,66,13,7.31922338729391,23.0,2.0,-1435.0,65.94483
12583,37,4.5,20,64,71,4,0,1,3,57,14,5.953310095151372,13.0,2.0,5.0,55.998554
12584,24,4.6,40,88,97,1,3,2,0,51,7,6.205591081602371,15.0,2.0,5.0,50.44178
12585,21,4.6,3,149,166,2,1,1,3,69,0,13.203718488190118,21.0,2.0,15.0,65.565155
12586,39,4.8,28,149,166,3,1,1,0,65,8,9.204085391850377,21.0,2.0,15.0,65.89866
12587,35,4.6,20,131,144,4,1,1,0,60,10,8.927810449785229,19.0,2.0,5.0,57.387318
12588,25,4.7,34,90,102,0,3,1,0,51,11,6.072110787370805,16.0,2.0,15.0,49.66585
12589,31,4.7,23,107,118,3,3,1,1,64,10,17.042860218698433,17.0,2.0,5.0,62.62343
12590,26,4.5,41,146,162,0,1,1,0,79,8,11.905861749702474,21.0,2.0,10.0,81.43926
12591,35,4.7,32,141,155,1,1,1,0,67,1,4.648417563481357,20.0,2.0,5.0,63.546566
12592,36,4.8,18,43,49,1,0,3,0,67,1,3.109760789772788,11.0,2.0,10.0,64.573135
12593,22,4.6,2,93,103,1,3,3,3,52,11,5.961831579993184,16.0,2.0,5.0,50.844547
12594,27,4.6,7,124,139,4,1,1,0,67,8,10.405211613371423,19.0,2.0,15.0,62.480877
12595,22,4.8,31,149,164,0,1,1,0,66,15,10.706780989771683,21.0,2.0,5.0,68.5038
12596,37,4.5,30,26,31,4,2,1,3,62,11,1.5072371303483594,10.0,2.0,10.0,61.840363
12597,36,4.0,32,21,25,2,2,1,0,67,8,1.4880566842227019,9.0,2.0,10.0,66.343155
12598,27,4.0,0,13,18,2,2,1,3,54,3,3.0820839053052285,9.0,2.0,15.0,53.92632
12599,37,4.3,28,19,23,2,2,1,3,62,7,1.5179864245408072,9.0,2.0,10.0,61.737736
12600,22,4.7,29,151,167,2,1,2,0,53,15,13.660741162989456,21.0,2.0,10.0,55.218533
12601,25,4.5,42,83,92,0,3,1,3,49,8,6.108440050157439,15.0,2.0,5.0,48.177353
12602,25,4.8,12,111,122,1,3,1,0,63,6,7.746499270666336,18.0,2.0,5.0,56.200043
12603,38,4.3,13,154,171,1,1,3,0,73,12,10.73849636781668,21.0,2.0,15.0,72.72841
12604,29,4.7,12,152,169,2,1,1,0,55,9,9.074511964797063,21.0,2.0,15.0,55.066246
12605,37,4.0,24,127,141,1,1,1,0,66,1,9.061162036854244,19.0,2.0,10.0,67.60508
12606,29,4.8,20,112,125,1,3,2,3,52,7,4.602219720227634,18.0,2.0,10.0,49.05572
12607,26,4.7,30,34,40,2,2,2,3,52,3,3.1380694073889375,11.0,2.0,15.0,51.82651
12608,20,4.8,3,123,138,2,1,1,0,59,12,12.06266988510978,19.0,2.0,15.0,57.535603
12609,30,4.6,36,101,112,2,3,2,3,62,8,7.535581163692813,17.0,2.0,5.0,61.156776
12610,24,5.0,24,120,133,5,3,1,0,63,3,7.5510552166869065,18.0,2.0,10.0,63.527996
12611,22,4.8,12,140,154,1,1,1,0,58,1,4.588089365807883,20.0,2.0,5.0,58.34548
12612,24,4.6,42,169,186,1,2,1,0,55,7,9.294529903305804,23.0,2.0,5.0,55.179943
12613,39,4.6,39,173,190,4,2,1,0,50,1,16.69541088302565,23.0,2.0,5.0,51.710777
12614,26,4.9,36,153,168,0,1,1,0,60,9,4.521805068141997,21.0,2.0,5.0,62.590416
12615,24,4.7,41,133,147,5,1,3,0,63,9,10.884860872661774,20.0,2.0,10.0,63.411125
12616,32,4.8,21,168,186,1,2,1,0,62,10,20.16747676677057,23.0,2.0,10.0,65.39071
12617,29,5.0,6,102,115,0,3,1,0,58,1,4.571563492669233,17.0,2.0,15.0,56.65887
12618,33,4.7,37,158,175,2,2,3,0,59,4,10.859243076522096,22.0,2.0,10.0,58.144867
12619,35,4.2,10,4,6,5,2,1,0,60,13,1.5125333715626577,8.0,2.0,5.0,58.74514
12620,32,4.6,36,164,181,2,2,2,0,54,3,7.845173108613388,22.0,2.0,10.0,56.004734
12621,26,4.9,11,170,187,3,2,1,0,54,15,10.73817188438876,23.0,2.0,5.0,51.949917
12622,21,4.6,36,139,153,5,1,1,3,63,4,4.60222989483327,20.0,2.0,5.0,62.429256
12623,33,4.6,34,88,97,3,3,1,0,63,9,6.198367991397711,15.0,2.0,5.0,62.084614
12624,30,4.9,3,170,188,0,2,1,0,69,10,12.457934976622909,23.0,2.0,10.0,70.16914
12625,23,4.4,40,31,36,3,2,1,0,58,4,3.0681857879594796,10.0,2.0,10.0,53.972816
12626,21,4.7,10,86,95,3,3,2,0,59,14,6.106693540212503,15.0,2.0,5.0,59.177414
12627,20,4.7,31,164,180,5,2,1,0,40,1,12.410873388860832,22.0,2.0,5.0,40.22739
12628,26,4.9,14,117,130,2,3,1,0,45,14,7.774335904782853,18.0,2.0,10.0,54.261448
12629,29,4.7,26,105,117,1,3,2,0,48,9,7.77427248083593,17.0,2.0,10.0,48.674553
12630,35,4.2,18,78,86,3,0,1,0,66,0,6.197217478385286,15.0,2.0,5.0,66.556
12631,25,4.9,30,144,159,3,1,1,0,63,7,4.707104052532131,21.0,2.0,10.0,60.75142
12632,38,4.4,12,130,145,3,1,1,0,67,13,7.5894637067025705,19.0,2.0,15.0,67.28056
12633,37,4.6,25,120,132,2,3,2,0,18,5,13.962233538599422,18.0,2.0,5.0,16.852345
12634,21,4.7,4,6,10,3,2,2,3,40,13,3.0226433335811875,8.0,2.0,15.0,40.239994
12635,30,4.9,2,64,72,2,0,1,0,61,15,6.16392586859954,13.0,2.0,10.0,62.737297
12636,30,4.9,4,154,169,4,1,3,0,55,15,4.571523487517244,21.0,2.0,5.0,54.767242
12637,24,4.6,10,173,192,1,2,3,0,50,0,4.601979037855995,23.0,2.0,15.0,50.88973
12638,35,4.3,20,141,156,3,1,3,0,67,12,9.414207472710387,20.0,2.0,10.0,67.30983
12639,30,5.0,36,64,71,5,0,1,0,59,10,6.041529490667358,13.0,2.0,5.0,59.796345
12640,31,4.2,6,39,46,0,0,3,3,70,0,1.507939270089698,11.0,2.0,15.0,70.11737
12641,23,4.8,37,149,165,2,1,2,0,56,15,16.823642865796444,21.0,2.0,10.0,55.588455
12642,33,4.2,22,130,143,3,1,2,0,65,9,7.551946417880856,19.0,2.0,5.0,65.81184
12643,29,4.9,29,171,189,0,2,2,3,60,11,10.571404917113615,23.0,2.0,10.0,59.74136
12644,22,4.3,26,127,140,3,1,1,3,71,6,7.56197659193788,19.0,2.0,5.0,72.4663
12645,33,3.7,17,163,181,1,2,1,0,73,0,17.06380089186991,22.0,2.0,15.0,72.845375
12646,26,4.7,27,132,146,3,1,1,3,54,12,16.36537112606004,19.0,2.0,10.0,54.856594
12647,23,4.8,10,8,11,4,2,2,0,56,15,1.5102682507811203,8.0,2.0,10.0,56.155422
12648,29,4.5,3,152,167,2,1,1,0,57,0,19.072081414403108,21.0,2.0,5.0,55.71605
12649,39,4.3,7,171,189,0,2,1,0,77,9,14.016068441572518,23.0,2.0,10.0,77.50131
12650,25,4.5,25,120,134,2,3,2,3,50,6,13.591437788969875,18.0,2.0,15.0,50.37786
12651,34,5.0,5,144,159,3,1,2,0,64,0,20.397442775188328,21.0,2.0,10.0,62.94515
12652,24,4.5,11,113,125,1,3,1,3,61,9,17.042964394208248,18.0,2.0,5.0,63.07748
12653,28,4.4,38,155,170,1,1,1,0,23,5,7.551343285025763,22.0,2.0,5.0,22.245182
12654,32,4.5,43,126,139,3,1,2,0,76,12,17.063560974578667,19.0,2.0,5.0,73.37725
12655,39,4.7,18,20,23,0,2,2,3,49,2,3.0206687990832064,9.0,2.0,5.0,48.619564
12656,36,4.8,33,120,133,5,3,1,0,81,14,10.736506622050817,18.0,2.0,10.0,79.35308
12657,30,4.8,15,158,174,4,2,2,0,60,7,13.962104738452698,22.0,2.0,5.0,58.087124
12658,24,4.9,29,153,170,2,1,2,0,52,4,13.563916062056787,21.0,2.0,15.0,55.531204
12659,36,4.6,38,173,190,3,2,2,3,57,14,9.06161157572713,23.0,2.0,5.0,55.728203
12660,36,4.7,40,135,150,3,1,1,0,69,12,9.295204891130112,20.0,2.0,10.0,64.63951
12661,39,4.8,16,94,106,4,3,3,0,56,1,6.107424091719353,16.0,2.0,15.0,56.272236
12662,24,4.9,3,116,129,3,3,2,0,53,14,14.121309628180253,18.0,2.0,10.0,53.16173
12663,31,4.0,24,134,149,5,1,1,0,83,13,4.583030625251179,20.0,2.0,10.0,83.063194
12664,24,4.9,23,172,191,5,2,1,0,4,5,13.391457989568279,23.0,2.0,15.0,4.47061
12665,29,4.6,33,107,120,0,3,2,0,60,14,10.689181764692147,17.0,2.0,15.0,60.85359
12666,24,4.8,0,155,172,1,1,1,3,55,11,4.488547102108886,22.0,2.0,15.0,55.580536
12667,25,4.8,3,108,121,4,3,1,0,47,6,10.432266952074315,17.0,2.0,15.0,45.966976
12668,31,4.7,9,164,180,3,2,1,0,60,2,16.365339328227076,22.0,2.0,5.0,57.720013
12669,29,4.9,28,71,79,2,0,1,0,64,2,6.276138627413788,14.0,2.0,5.0,59.223694
12670,23,4.6,28,30,35,1,2,1,0,52,6,1.5297939730751242,10.0,2.0,10.0,52.728683
12671,24,4.7,9,140,155,3,1,1,3,50,9,14.121309628180253,20.0,2.0,10.0,54.176964
12672,35,4.7,28,1,3,4,2,1,0,50,1,4.58163463666847,0.0,2.0,15.0,50.498802
12673,29,4.5,18,101,112,5,3,1,0,48,7,4.601882860108752,17.0,2.0,5.0,47.561523
12674,29,4.6,1,158,175,5,2,1,3,54,3,20.397442775188328,22.0,2.0,10.0,53.85369
12675,33,4.7,5,1,1,0,2,2,0,62,0,12.552275755914394,0.0,2.0,5.0,62.82502
12676,39,4.7,14,101,113,0,3,2,0,52,6,4.588766117367849,17.0,2.0,10.0,51.922108
12677,25,4.9,30,154,171,3,1,1,3,49,14,7.589832671093596,21.0,2.0,15.0,48.84714
12678,30,4.9,15,119,132,5,3,2,0,54,0,10.884860872661774,18.0,2.0,10.0,55.82532
12679,31,4.6,36,16,19,5,2,2,3,56,10,1.5295340177411298,9.0,2.0,5.0,55.99171
12680,23,4.5,18,172,190,5,2,1,0,47,3,7.647590705974561,23.0,2.0,10.0,49.42422
12681,31,4.7,12,167,184,2,2,3,0,58,9,9.307823950991347,23.0,2.0,5.0,59.73665
12682,32,3.7,37,106,117,5,3,2,0,69,13,13.806307264632855,17.0,2.0,5.0,66.9364
12683,25,4.7,37,111,124,5,3,1,0,59,3,13.804694329473278,18.0,2.0,15.0,58.36143
12684,31,4.1,36,7,10,3,2,1,3,61,0,1.5295675788938714,8.0,2.0,10.0,60.780704
12685,38,4.0,30,150,165,5,1,1,0,73,0,9.414207472710387,21.0,2.0,5.0,72.204765
12686,36,4.7,4,116,129,2,3,1,0,66,6,9.068123622922432,18.0,2.0,10.0,64.76675
12687,28,4.9,16,149,164,3,1,1,3,62,6,7.562153377641838,21.0,2.0,5.0,61.588287
12688,27,4.7,36,159,177,2,2,1,3,52,3,4.58867069997304,22.0,2.0,15.0,51.232067
12689,32,4.3,9,152,167,0,1,1,0,83,10,19.94039158436463,21.0,2.0,5.0,80.88505
12690,25,3.9,10,72,82,4,0,1,0,79,9,6.029055155289032,14.0,2.0,15.0,77.97341
12691,25,4.7,32,149,164,3,1,1,3,40,13,7.756916541739322,21.0,2.0,5.0,47.238174
12692,26,4.8,42,18,22,3,2,2,0,52,10,3.0984471841718384,9.0,2.0,10.0,51.268215
12693,38,3.9,31,176,0,1,2,1,0,73,8,10.983241696284244,23.0,2.0,-1435.0,73.147354
12694,29,4.1,21,131,144,0,1,2,0,67,0,16.69459502669699,19.0,2.0,5.0,68.475525
12695,24,4.3,8,13,17,3,2,1,0,56,8,1.5103108007659516,9.0,2.0,10.0,57.76011
12696,29,4.9,30,29,33,5,2,1,3,51,12,1.5493574837899744,10.0,2.0,5.0,49.361877
12697,20,4.8,13,170,187,0,2,2,0,54,14,13.740932234405253,23.0,2.0,5.0,53.857475
12698,28,4.9,34,117,130,5,3,1,0,59,15,7.670103460594373,18.0,2.0,10.0,56.42554
12699,26,4.9,25,175,0,3,2,1,0,51,11,10.705863314140748,23.0,2.0,-1430.0,50.74002
12700,39,4.7,32,149,164,4,1,2,0,52,15,9.296667943581303,21.0,2.0,5.0,52.184853
12701,29,4.5,1,135,149,4,1,1,0,57,15,10.666327233167877,20.0,2.0,5.0,58.451263
12702,20,4.7,10,154,171,2,1,2,3,52,14,9.203577068453198,21.0,2.0,15.0,50.21659
12703,35,4.8,41,114,127,1,3,1,0,79,14,13.595920700372709,18.0,2.0,10.0,78.79718
12704,34,4.8,1,104,117,1,3,3,0,72,14,11.889769193854775,17.0,2.0,15.0,71.4457
12705,33,4.7,24,46,53,4,0,1,0,51,10,6.205443433899008,12.0,2.0,10.0,50.422646
12706,32,4.9,10,149,166,4,1,3,0,49,15,7.635443063206578,21.0,2.0,15.0,49.835705
12707,30,4.9,32,174,191,5,2,2,1,54,10,7.639582602449248,23.0,2.0,5.0,54.12074
12708,36,4.9,21,116,129,3,3,1,0,83,9,19.881567340416105,18.0,2.0,10.0,83.07818
12709,25,4.8,21,139,155,4,1,1,0,10,5,19.729364871832257,20.0,2.0,15.0,10.266654
12710,22,4.7,13,112,126,3,3,1,3,52,8,10.845823925902781,18.0,2.0,15.0,53.43284
12711,26,4.9,34,59,66,0,0,1,0,56,15,6.106979099411326,13.0,2.0,5.0,57.59766
12712,29,4.8,3,141,157,4,1,1,0,58,2,19.644531758882465,20.0,2.0,15.0,55.843876
12713,39,4.4,4,61,69,5,0,2,3,65,6,5.946100784021814,13.0,2.0,10.0,65.609436
12714,32,4.2,12,33,37,3,2,1,3,57,4,3.068338311698896,10.0,2.0,5.0,55.88707
12715,25,4.7,13,154,171,4,1,2,0,46,10,10.586703673881692,21.0,2.0,15.0,46.877655
12716,31,5.0,1,130,144,3,1,1,0,70,2,10.246718250519121,19.0,2.0,10.0,71.03345
12717,28,4.1,10,171,188,2,2,1,0,61,3,4.521501817012801,23.0,2.0,5.0,61.597713
12718,24,4.7,23,171,188,4,2,1,0,60,7,10.586748925687122,23.0,2.0,5.0,60.18849
12719,35,4.3,20,80,90,3,3,1,1,67,10,6.196473600483353,15.0,2.0,10.0,67.220566
12720,33,4.7,20,130,143,3,1,1,0,77,13,9.074511964797063,19.0,2.0,5.0,76.21366
12721,31,4.1,13,139,153,3,1,1,0,73,7,20.21242765065459,20.0,2.0,5.0,73.608795
12722,34,4.6,37,163,180,3,2,1,0,52,6,10.415215106220083,22.0,2.0,10.0,51.27926
12723,33,4.9,23,176,2,4,2,1,0,58,3,16.802128516305924,23.0,2.0,-1425.0,56.951393
12724,35,4.6,4,110,122,4,3,1,0,52,3,4.471411651277412,17.0,2.0,10.0,49.512806
12725,32,4.0,28,128,143,2,1,2,0,68,8,7.845173108613388,19.0,2.0,15.0,66.237816
12726,50,6.0,29,0,155,1,4,3,3,45,14,12.438452034187614,,,,44.97979
12727,33,4.5,9,136,150,2,1,2,0,69,8,13.993143509520417,20.0,2.0,5.0,69.83776
12728,20,4.7,35,171,188,2,2,2,3,52,9,12.410398980987171,23.0,2.0,5.0,52.190727
12729,32,4.1,1,131,145,2,1,3,0,72,8,10.983241696284244,19.0,2.0,10.0,72.29879
12730,39,4.7,31,157,173,5,2,1,0,55,1,19.849664698188136,22.0,2.0,5.0,52.617188
12731,29,4.7,33,122,136,5,3,1,0,63,6,16.635381027246595,19.0,2.0,15.0,65.34239
12732,24,4.9,8,159,175,2,2,2,3,40,7,4.648810932454234,22.0,2.0,5.0,40.36395
12733,33,5.0,34,109,120,2,3,1,0,68,10,9.074224662550684,17.0,2.0,5.0,67.38172
12734,39,4.8,18,121,133,5,3,2,0,20,5,7.4396657946283655,18.0,2.0,5.0,19.589985
12735,38,4.4,12,131,146,3,1,1,0,24,5,9.294529903305804,19.0,2.0,15.0,24.199516
12736,22,4.9,31,112,126,2,3,1,0,59,7,13.745187955153392,18.0,2.0,15.0,57.06671
12737,21,4.6,12,133,147,5,1,2,0,51,1,9.329319358662005,20.0,2.0,10.0,48.654625
12738,27,4.7,20,112,126,0,3,1,0,61,8,7.636856216768236,18.0,2.0,15.0,60.77885
12739,24,4.8,28,53,60,5,0,2,0,57,0,6.197217478385286,12.0,2.0,10.0,57.978264
12740,35,4.5,28,163,179,1,2,2,0,51,3,7.7742611303759155,22.0,2.0,5.0,51.11815
12741,29,4.9,35,164,182,0,2,1,3,55,14,12.438529701270445,22.0,2.0,15.0,55.66041
12742,33,4.4,11,101,113,3,3,1,0,78,0,12.552275755914394,17.0,2.0,10.0,77.864494
12743,23,4.5,28,128,142,2,1,2,3,54,6,4.588834564304853,19.0,2.0,10.0,53.845493
12744,35,4.2,16,159,176,2,2,1,0,56,14,4.583876758825483,22.0,2.0,10.0,55.894
12745,39,4.7,32,153,169,3,1,3,0,62,2,9.414207472710387,21.0,2.0,10.0,61.786366
12746,21,4.9,27,172,189,5,2,2,3,45,11,12.410115517669745,23.0,2.0,5.0,45.709152
12747,34,4.7,18,23,28,1,2,1,0,10,5,1.5072371303483594,10.0,2.0,15.0,10.191499
12748,29,4.1,9,121,134,1,3,2,0,28,5,19.882241811751964,18.0,2.0,10.0,27.589725
12749,37,4.1,23,155,171,3,1,3,3,78,6,16.69650038652256,22.0,2.0,10.0,77.854996
12750,21,5.0,13,106,119,1,3,1,0,71,6,19.59126114572951,17.0,2.0,15.0,72.53332
12751,29,4.6,7,113,126,3,3,2,0,53,15,10.403515969720665,18.0,2.0,10.0,53.83066
12752,24,4.6,24,9,12,2,2,2,0,50,7,3.0249377927010768,8.0,2.0,10.0,50.406418
12753,22,4.6,20,151,166,4,1,2,0,51,12,9.29577916000993,21.0,2.0,5.0,49.087566
12754,28,4.6,15,110,123,2,3,2,0,53,6,16.366036185588843,17.0,2.0,15.0,56.043728
12755,32,4.7,16,105,116,1,3,1,0,50,6,4.602294386101448,17.0,2.0,5.0,58.2509
12756,24,4.9,2,18,23,4,2,1,0,52,2,3.016018089747595,9.0,2.0,15.0,52.038548
12757,20,4.5,28,170,189,5,2,1,0,52,8,9.16095526779498,23.0,2.0,15.0,52.3861
12758,33,4.6,41,131,144,4,1,2,0,63,1,10.695118633635033,19.0,2.0,5.0,62.79741
12759,37,4.8,19,159,175,4,2,2,3,63,8,16.793902842921906,22.0,2.0,5.0,62.49529
12760,35,4.9,16,36,43,2,0,1,3,19,5,3.059262383158491,11.0,2.0,15.0,19.363619
12761,27,4.9,11,115,128,5,3,1,0,58,13,13.660196747006776,18.0,2.0,10.0,57.180843
12762,25,4.5,36,109,122,3,3,1,3,58,13,9.16095526779498,17.0,2.0,15.0,54.08908
12763,38,4.0,34,144,160,2,1,1,0,69,13,7.589149974656989,21.0,2.0,15.0,70.7589
12764,30,4.7,36,171,190,1,2,1,0,51,0,4.583030625251179,23.0,2.0,15.0,50.165623
12765,35,5.0,8,33,37,0,2,1,0,51,11,3.098929597457547,10.0,2.0,5.0,50.765995
12766,25,4.7,23,112,124,4,3,1,0,49,11,10.844889441833946,18.0,2.0,5.0,49.556465
12767,33,4.8,15,155,172,1,1,2,3,74,9,19.731623687796006,22.0,2.0,15.0,72.99357
12768,28,4.9,22,115,128,2,3,2,0,59,2,4.463835175285589,18.0,2.0,10.0,60.68533
